,Time,TotalValue,Cash,CashAvailable,CashFrozen,InitCash,SecurityValue
0,2016-01-04 00:00:00.000,100000.0,100000.0,100000.0,0,100000.0,0
0,2016-01-04 00:00:00.000,99999.33345,98866.33345,98866.33345,0.0,100000.0,1133.0
0,2016-01-05 00:00:00.000,100005.6634,97725.6634,97725.6634,0.0,100000.0,2280.0
0,2016-01-06 00:00:00.000,100030.98685,96571.98685,96571.98685,0.0,100000.0,3459.0
0,2016-01-07 00:00:00.000,99853.3398,95477.3398,95477.3398,0.0,100000.0,4376.0
0,2016-01-08 00:00:00.000,99924.68375,94364.68375,94364.68375,0.0,100000.0,5560.0
0,2016-01-11 00:00:00.000,99744.0457,93288.0457,93288.0457,0.0,100000.0,6456.0
0,2016-01-12 00:00:00.000,99773.40515,92206.40515,92206.40515,0.0,100000.0,7567.0
0,2016-01-13 00:00:00.000,99702.7696,91134.7696,91134.7696,0.0,100000.0,8568.0
0,2016-01-14 00:00:00.000,99750.13105,90057.13105,90057.13105,0.0,100000.0,9693.0
0,2016-01-15 00:00:00.000,99470.508,89010.508,89010.508,0.0,100000.0,10460.0
0,2016-01-18 00:00:00.000,99419.88745,87968.88745,87968.88745,0.0,100000.0,11451.0
0,2016-01-19 00:00:00.000,99749.2519,86897.2519,86897.2519,0.0,100000.0,12852.0
0,2016-01-20 00:00:00.000,99544.62485,85842.62485,85842.62485,0.0,100000.0,13702.0
0,2016-01-21 00:00:00.000,99258.0088,84810.0088,84810.0088,0.0,100000.0,14448.0
0,2016-01-22 00:00:00.000,99369.38875,83769.38875,83769.38875,0.0,100000.0,15600.0
0,2016-01-25 00:00:00.000,99323.7702,82731.7702,82731.7702,0.0,100000.0,16592.0
0,2016-01-26 00:00:00.000,98523.17665,81744.17665,81744.17665,0.0,100000.0,16779.0
0,2016-01-27 00:00:00.000,98539.5826,80755.5826,80755.5826,0.0,100000.0,17784.0
0,2016-01-28 00:00:00.000,98196.99805,79785.99805,79785.99805,0.0,100000.0,18411.0
0,2016-01-29 00:00:00.000,98785.398,78785.398,78785.398,0.0,100000.0,20000.0
0,2016-02-01 00:00:00.000,98384.80795,77804.80795,77804.80795,0.0,100000.0,20580.0
0,2016-02-02 00:00:00.000,98699.2104,76809.2104,76809.2104,0.0,100000.0,21890.0
0,2016-02-03 00:00:00.000,98478.61785,75823.61785,75823.61785,0.0,100000.0,22655.0
0,2016-02-04 00:00:00.000,98708.0203,74828.0203,74828.0203,0.0,100000.0,23880.0
0,2016-02-05 00:00:00.000,98635.42425,73835.42425,73835.42425,0.0,100000.0,24800.0
0,2016-02-15 00:00:00.000,98309.8347,72855.8347,72855.8347,0.0,100000.0,25454.0
0,2016-02-16 00:00:00.000,98881.23415,71854.23415,71854.23415,0.0,100000.0,27027.0
0,2016-02-17 00:00:00.000,99258.6266,70838.6266,70838.6266,0.0,100000.0,28420.0
0,2016-02-18 00:00:00.000,99090.02205,69829.02205,69829.02205,0.0,100000.0,29261.0
0,2016-02-19 00:00:00.000,98944.42,68824.42,68824.42,0.0,100000.0,30120.0
0,2016-02-22 00:00:00.000,99693.80545,67794.80545,67794.80545,0.0,100000.0,31899.0
0,2016-02-23 00:00:00.000,99166.1994,66782.1994,66782.1994,0.0,100000.0,32384.0
0,2016-02-24 00:00:00.000,99261.59185,65766.59185,65766.59185,0.0,100000.0,33495.0
0,2016-02-25 00:00:00.000,97677.0083,64799.0083,64799.0083,0.0,100000.0,32878.0
0,2016-02-26 00:00:00.000,98084.41875,63819.41875,63819.41875,0.0,100000.0,34265.0
0,2016-02-29 00:00:00.000,97278.8407,62862.8407,62862.8407,0.0,100000.0,34416.0
0,2016-03-01 00:00:00.000,97782.25565,61892.25565,61892.25565,0.0,100000.0,35890.0
0,2016-03-02 00:00:00.000,99261.6506,60881.6506,60881.6506,0.0,100000.0,38380.0
0,2016-03-03 00:00:00.000,99299.04505,59870.04505,59870.04505,0.0,100000.0,39429.0
0,2016-03-04 00:00:00.000,100429.425,58829.425,58829.425,0.0,100000.0,41600.0
0,2016-03-07 00:00:00.000,100188.80795,57794.80795,57794.80795,0.0,100000.0,42394.0
0,2016-03-08 00:00:00.000,99942.1939,56766.1939,56766.1939,0.0,100000.0,43176.0
0,2016-03-09 00:00:00.000,99479.58535,55748.58535,55748.58535,0.0,100000.0,43731.0
0,2016-03-10 00:00:00.000,99392.9778,54732.9778,54732.9778,0.0,100000.0,44660.0
0,2016-03-11 00:00:00.000,99436.36975,53716.36975,53716.36975,0.0,100000.0,45720.0
0,2016-03-14 00:00:00.000,99885.7567,52689.7567,52689.7567,0.0,100000.0,47196.0
0,2016-03-15 00:00:00.000,100161.14065,51657.14065,51657.14065,0.0,100000.0,48504.0
0,2016-03-16 00:00:00.000,100301.5231,50621.5231,50621.5231,0.0,100000.0,49680.0
0,2016-03-17 00:00:00.000,100636.90205,49578.90205,49578.90205,0.0,100000.0,51058.0
0,2016-03-18 00:00:00.000,101224.275,48524.275,48524.275,0.0,100000.0,52700.0
0,2016-03-21 00:00:00.000,102523.63495,47443.63495,47443.63495,0.0,100000.0,55080.0
0,2016-03-22 00:00:00.000,102114.9989,46370.9989,46370.9989,0.0,100000.0,55744.0
0,2016-03-23 00:00:00.000,102010.36385,45300.36385,45300.36385,0.0,100000.0,56710.0
0,2016-03-24 00:00:00.000,101055.7378,44247.7378,44247.7378,0.0,100000.0,56808.0
0,2016-03-25 00:00:00.000,101433.10825,43188.10825,43188.10825,0.0,100000.0,58245.0
0,2016-03-28 00:00:00.000,100827.4842,42139.4842,42139.4842,0.0,100000.0,58688.0
0,2016-03-29 00:00:00.000,100546.86265,41095.86265,41095.86265,0.0,100000.0,59451.0
0,2016-03-30 00:00:00.000,102085.2276,40025.2276,40025.2276,0.0,100000.0,62060.0
0,2016-03-31 00:00:00.000,101736.59555,38960.59555,38960.59555,0.0,100000.0,62776.0
0,2016-04-01 00:00:00.000,101853.9625,37893.9625,37893.9625,0.0,100000.0,63960.0
0,2016-04-05 00:00:00.000,102093.32745,36823.32745,36823.32745,0.0,100000.0,65270.0
0,2016-04-06 00:00:00.000,102214.6914,35750.6914,35750.6914,0.0,100000.0,66464.0
0,2016-04-07 00:00:00.000,101408.06185,34691.06185,34691.06185,0.0,100000.0,66717.0
0,2016-04-08 00:00:00.000,101281.4333,33633.4333,33633.4333,0.0,100000.0,67648.0
0,2016-04-11 00:00:00.000,102240.79725,32560.79725,32560.79725,0.0,100000.0,69680.0
0,2016-04-12 00:00:00.000,101915.1637,31493.1637,31493.1637,0.0,100000.0,70422.0
0,2016-04-13 00:00:00.000,102838.52315,30411.52315,30411.52315,0.0,100000.0,72427.0
0,2016-04-14 00:00:00.000,103038.8811,29326.8811,29326.8811,0.0,100000.0,73712.0
0,2016-04-15 00:00:00.000,103310.23705,28238.23705,28238.23705,0.0,100000.0,75072.0
0,2016-04-18 00:00:00.000,102274.6005,27164.6005,27164.6005,0.0,100000.0,75110.0
0,2016-04-19 00:00:00.000,102553.96195,26086.96195,26086.96195,0.0,100000.0,76467.0
0,2016-04-20 00:00:00.000,100778.3359,25034.3359,25034.3359,0.0,100000.0,75744.0
0,2016-04-21 00:00:00.000,100705.71035,23982.71035,23982.71035,0.0,100000.0,76723.0
0,2016-04-22 00:00:00.000,100997.0828,22927.0828,22927.0828,0.0,100000.0,78070.0
0,2016-04-25 00:00:00.000,100626.45775,21876.45775,21876.45775,0.0,100000.0,78750.0
0,2016-04-26 00:00:00.000,101300.8282,20816.8282,20816.8282,0.0,100000.0,80484.0
0,2016-04-27 00:00:00.000,101148.19965,19759.19965,19759.19965,0.0,100000.0,81389.0
0,2016-04-28 00:00:00.000,101840.5666,18692.5666,18692.5666,0.0,100000.0,83148.0
0,2016-04-29 00:00:00.000,101137.93805,17634.93805,17634.93805,0.0,100000.0,83503.0
0,2016-05-03 00:00:00.000,102006.304,16566.304,16566.304,0.0,100000.0,85440.0
0,2016-05-04 00:00:00.000,102325.66795,15493.66795,15493.66795,0.0,100000.0,86832.0
0,2016-05-05 00:00:00.000,102325.0319,14421.0319,14421.0319,0.0,100000.0,87904.0
0,2016-05-06 00:00:00.000,100684.40585,13368.40585,13368.40585,0.0,100000.0,87316.0
0,2016-05-09 00:00:00.000,99272.7883,12332.7883,12332.7883,0.0,100000.0,86940.0
0,2016-05-10 00:00:00.000,98684.17425,11304.17425,11304.17425,0.0,100000.0,87380.0
0,2016-05-11 00:00:00.000,99448.5557,10266.5557,10266.5557,0.0,100000.0,89182.0
0,2016-05-12 00:00:00.000,99533.93665,9227.93665,9227.93665,0.0,100000.0,90306.0
0,2016-05-13 00:00:00.000,99272.3191,8192.3191,8192.3191,0.0,100000.0,91080.0
0,2016-05-16 00:00:00.000,99359.70105,7155.70105,7155.70105,0.0,100000.0,92204.0
0,2016-05-17 00:00:00.000,98825.086,6125.086,6125.086,0.0,100000.0,92700.0
0,2016-05-18 00:00:00.000,98824.47095,5094.47095,5094.47095,0.0,100000.0,93730.0
0,2016-05-19 00:00:00.000,98368.8584,4068.8584,4068.8584,0.0,100000.0,94300.0
0,2016-05-20 00:00:00.000,98828.24335,3038.24335,3038.24335,0.0,100000.0,95790.0
0,2016-05-23 00:00:00.000,98641.6293,2009.6293,2009.6293,0.0,100000.0,96632.0
0,2016-05-24 00:00:00.000,97983.01875,988.01875,988.01875,0.0,100000.0,96995.0
0,2016-05-25 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-05-26 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-05-27 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-05-30 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-05-31 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-06-01 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-06-02 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-06-03 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-06-06 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-06-07 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-06-08 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-06-13 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-06-14 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-06-15 00:00:00.000,97983.01875,988.01875,988.01875,0,100000.0,96995.0
0,2016-06-16 00:00:00.000,82402.4902,130.4902,130.4902,0.0,100000.0,82272.0
0,2016-06-17 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-06-20 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-06-21 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-06-22 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-06-23 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-06-24 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-06-27 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-06-28 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-06-29 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-06-30 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-01 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-04 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-05 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-06 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-07 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-08 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-11 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-12 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-13 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-14 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-15 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-18 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-19 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-20 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-21 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-22 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-25 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-26 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-27 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-28 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-07-29 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-01 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-02 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-03 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-04 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-05 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-08 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-09 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-10 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-11 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-12 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-15 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-16 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-17 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-18 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-19 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-22 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-23 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-24 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-25 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-26 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-29 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-30 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
0,2016-08-31 00:00:00.000,82402.4902,130.4902,130.4902,0,100000.0,82272.0
